,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis
0,16540.0,0.0767866840234706,0.5838927407234127,-2.7628071400518746,-0.30992521353846686,0.07240084656856338,0.46484546137450017,2.293334396264363,-0.0005684364188556377,0.17793465133550113
1,16540.0,0.07069845746050891,0.5922326269021977,-2.5980950504069464,-0.32041719038498895,0.06874588581738636,0.45914777946634144,2.5707057853269086,0.008291585262383582,0.15184988341249106
2,16540.0,0.028372524836940555,0.6105925098235884,-2.3494122237181316,-0.37845906597383416,0.03398784690364276,0.43326160089509896,2.9499772357472365,-0.0048747382661280605,0.1408487940251426
3,16540.0,-0.04443787458383592,0.6308314947758328,-2.818633049736969,-0.45916728269198837,-0.04675574373316353,0.3744031631206561,2.5075072017474698,-0.028482976144237553,0.16818272717332583
4,16540.0,-0.0670342511564205,0.6412000180673545,-3.00868633198189,-0.4933764663970821,-0.06119270945201566,0.35728480321900663,2.499492066010779,-0.015150372765115896,0.07691954473983476
5,16540.0,-0.12715794067018055,0.6461582846560312,-3.2675674190086514,-0.5600013856625219,-0.12251505621853223,0.2996547603909304,2.7884780151795425,0.00849109432932533,0.12459889355143128
6,16540.0,-0.1407912826135833,0.6526300435167156,-2.7155623185127755,-0.5744462284710834,-0.14370531518792193,0.2851987520647385,3.052656909447296,0.027061646745282393,0.15656774823938013
7,16540.0,-0.12232959707557038,0.6581157950787827,-2.800003671661057,-0.5610502557650474,-0.12524921479237608,0.3113754755189071,3.074691409400173,0.021562976748710917,0.2093384104399143
8,16540.0,-0.06916297032286603,0.6642522644260358,-3.01599630156381,-0.511244013694814,-0.07183023573966255,0.37020844522848406,2.667121570744433,0.011680838113741711,0.1750605848703768
9,16540.0,-0.012199125423983506,0.6689286195245515,-2.9674700142229185,-0.45528170621309183,-0.015363369317850178,0.43557410966242416,3.20485811840301,0.0036930098078316606,0.14202351841099237
10,16540.0,0.007703272221338929,0.6750428333662234,-2.552818861965996,-0.4343267771864126,0.00924764611476203,0.45134055382601085,3.116641269028654,-0.010999947391814842,0.16816212855520307
11,16540.0,0.014001704612939038,0.6846738640022515,-2.9434627954408117,-0.43984291209882953,0.018209720682273237,0.46634554419789365,3.2735226627667267,-0.0006306892742017982,0.21835350266401843
12,16540.0,-0.008674258624893717,0.6896846004225534,-3.069134539080679,-0.4596331500538226,-0.006108372882419666,0.4461848067208249,2.8665079396508157,0.00614625984449843,0.1564972056777023
